id_login,id_usuario,fecha_login,ip,login_hour,login_day,login_month,login_year,is_valid_ip
LG6050,US412,2024-10-18 22:00:00,192.168.9.2,22,18,10,2024,True
LG6051,US488,2024-10-18 22:00:00,192.168.19.61,22,18,10,2024,True
LG6052,US506,2024-10-18 22:00:00,192.168.4.193,22,18,10,2024,True
LG6054,US491,2024-10-18 22:00:00,192.168.4.147,22,18,10,2024,True
LG6055,US498,2024-10-18 22:00:00,192.168.14.144,22,18,10,2024,True
LG6056,US465,2024-10-18 22:00:00,192.168.0.9,22,18,10,2024,True
LG6057,US468,2024-10-18 22:00:00,192.168.4.213,22,18,10,2024,True
LG6058,US447,2024-10-18 22:00:00,192.168.9.138,22,18,10,2024,True
LG6059,US417,2024-10-18 22:00:00,192.168.12.168,22,18,10,2024,True
LG6060,US511,2024-10-18 22:00:00,192.168.9.23,22,18,10,2024,True
LG6061,US443,2024-10-18 22:00:00,192.168.0.183,22,18,10,2024,True
LG6062,US436,2024-10-18 22:00:00,192.168.7.242,22,18,10,2024,True
LG6063,US458,2024-10-18 22:00:00,192.168.17.129,22,18,10,2024,True
LG6064,US507,2024-10-18 22:00:00,192.168.19.190,22,18,10,2024,True
LG6065,US518,2024-10-18 22:00:00,192.168.11.116,22,18,10,2024,True
LG6066,US518,2024-10-18 22:00:00,192.168.3.204,22,18,10,2024,True
LG6067,US448,2024-10-18 22:00:00,192.168.17.200,22,18,10,2024,True
LG6068,US457,2024-09-09 13:00:00,192.168.19.106,13,9,9,2024,True
LG6069,US497,2024-09-09 13:00:00,192.168.13.70,13,9,9,2024,True
LG6070,US410,2024-09-09 13:00:00,192.168.16.161,13,9,9,2024,True
LG6071,US434,2024-09-09 13:00:00,192.168.16.232,13,9,9,2024,True
LG6072,US488,2024-09-09 13:00:00,192.168.2.12,13,9,9,2024,True
LG6075,US509,2024-09-09 13:00:00,192.168.15.13,13,9,9,2024,True
LG6076,US463,2024-09-09 13:00:00,192.168.16.176,13,9,9,2024,True
LG6077,US464,2024-09-09 13:00:00,192.168.11.8,13,9,9,2024,True
LG6078,US460,2024-09-09 13:00:00,192.168.8.18,13,9,9,2024,True
LG6079,US500,2024-09-09 13:00:00,192.168.13.36,13,9,9,2024,True
LG6080,US475,2024-09-09 13:00:00,192.168.2.239,13,9,9,2024,True
LG6081,US451,2024-09-09 13:00:00,192.168.13.88,13,9,9,2024,True
LG6082,US508,2024-09-09 13:00:00,192.168.3.33,13,9,9,2024,True
LG6083,US501,2024-09-09 13:00:00,192.168.14.197,13,9,9,2024,True
LG6084,US468,2024-09-09 13:00:00,192.168.8.171,13,9,9,2024,True
LG6085,US510,2024-09-09 13:00:00,192.168.14.4,13,9,9,2024,True
LG6086,US487,2024-09-09 13:00:00,192.168.9.118,13,9,9,2024,True
LG6087,US420,2024-09-09 13:00:00,192.168.9.127,13,9,9,2024,True
LG6088,US464,2024-09-09 13:00:00,192.168.18.174,13,9,9,2024,True
LG6089,US423,2024-09-09 13:00:00,192.168.2.226,13,9,9,2024,True
LG6090,US483,2024-09-09 13:00:00,192.168.0.175,13,9,9,2024,True
LG6091,US463,2024-09-09 13:00:00,192.168.16.225,13,9,9,2024,True
LG6092,US456,2024-09-09 13:00:00,192.168.5.171,13,9,9,2024,True
LG6093,US479,2024-09-09 13:00:00,192.168.20.28,13,9,9,2024,True
LG6094,US475,2024-09-09 13:00:00,192.168.0.252,13,9,9,2024,True
LG6095,US489,2024-09-09 13:00:00,192.168.7.93,13,9,9,2024,True
LG6096,US405,2024-09-09 13:00:00,192.168.2.79,13,9,9,2024,True
LG6097,US418,2024-09-09 13:00:00,192.168.12.58,13,9,9,2024,True
LG6099,US515,2024-09-09 13:00:00,192.168.12.25,13,9,9,2024,True
LG6100,US404,2024-09-09 13:00:00,192.168.3.114,13,9,9,2024,True
LG6101,US506,2024-09-09 13:00:00,192.168.10.29,13,9,9,2024,True
LG6102,US425,2024-09-09 13:00:00,192.168.13.240,13,9,9,2024,True
LG6103,US503,2024-09-09 13:00:00,192.168.6.114,13,9,9,2024,True
LG6104,US494,2024-09-09 13:00:00,192.168.20.179,13,9,9,2024,True
LG6105,US417,2024-09-09 13:00:00,192.168.6.43,13,9,9,2024,True
LG6106,US408,2024-09-09 13:00:00,192.168.16.42,13,9,9,2024,True
LG6107,US433,2024-09-09 13:00:00,192.168.4.156,13,9,9,2024,True
LG6108,US430,2024-09-09 13:00:00,192.168.3.253,13,9,9,2024,True
LG6109,US438,2024-09-09 13:00:00,192.168.12.6,13,9,9,2024,True
LG6110,US416,2024-09-09 13:00:00,192.168.17.179,13,9,9,2024,True
LG6111,US448,2024-09-09 13:00:00,192.168.7.207,13,9,9,2024,True
LG6112,US446,2024-09-09 13:00:00,192.168.2.198,13,9,9,2024,True
LG6113,US448,2024-09-09 13:00:00,192.168.8.247,13,9,9,2024,True
LG6115,US435,2024-09-09 13:00:00,192.168.4.162,13,9,9,2024,True
LG6116,US500,2024-09-09 13:00:00,192.168.9.172,13,9,9,2024,True
LG6117,US516,2024-09-09 13:00:00,192.168.6.57,13,9,9,2024,True
LG6118,US408,2024-09-09 13:00:00,192.168.9.139,13,9,9,2024,True
LG6119,US435,2024-09-09 13:00:00,192.168.9.140,13,9,9,2024,True
LG6120,US506,2024-09-09 13:00:00,192.168.9.2,13,9,9,2024,True
LG6121,US470,2024-09-09 13:00:00,192.168.5.237,13,9,9,2024,True
LG6122,US465,2024-09-09 13:00:00,192.168.16.143,13,9,9,2024,True
LG6123,US465,2024-09-09 13:00:00,192.168.11.225,13,9,9,2024,True
LG6124,US518,2024-09-09 13:00:00,192.168.7.156,13,9,9,2024,True
LG6125,US484,2024-09-09 13:00:00,192.168.6.72,13,9,9,2024,True
LG6126,US504,2024-09-09 13:00:00,192.168.13.10,13,9,9,2024,True
LG6129,US441,2024-09-09 13:00:00,192.168.17.17,13,9,9,2024,True
LG6130,US403,2024-09-09 13:00:00,192.168.0.149,13,9,9,2024,True
LG6131,US435,2024-09-09 13:00:00,192.168.10.65,13,9,9,2024,True
LG6132,US515,2024-09-09 13:00:00,192.168.12.180,13,9,9,2024,True
LG6133,US454,2024-09-09 13:00:00,192.168.0.18,13,9,9,2024,True
LG6134,US438,2024-09-09 13:00:00,192.168.3.170,13,9,9,2024,True
LG6135,US404,2024-09-09 13:00:00,192.168.9.111,13,9,9,2024,True
LG6136,US454,2024-09-09 13:00:00,192.168.2.217,13,9,9,2024,True
LG6137,US425,2024-09-09 13:00:00,192.168.5.173,13,9,9,2024,True
LG6138,US455,2024-09-09 13:00:00,192.168.12.47,13,9,9,2024,True
LG6139,US495,2024-09-09 13:00:00,192.168.19.8,13,9,9,2024,True
LG6140,US456,2024-09-09 13:00:00,192.168.0.254,13,9,9,2024,True
LG6141,US448,2024-09-09 13:00:00,192.168.1.127,13,9,9,2024,True
LG6143,US412,2024-09-09 13:00:00,192.168.8.5,13,9,9,2024,True
LG6144,US423,2024-09-09 13:00:00,192.168.14.5,13,9,9,2024,True
LG6145,US481,2024-09-09 13:00:00,192.168.15.114,13,9,9,2024,True
LG6146,US412,2024-09-09 13:00:00,192.168.20.239,13,9,9,2024,True
LG6147,US510,2024-09-09 13:00:00,192.168.12.202,13,9,9,2024,True
LG6148,US517,2024-09-09 13:00:00,192.168.12.4,13,9,9,2024,True
LG6149,US446,2024-09-09 13:00:00,192.168.13.169,13,9,9,2024,True
LG6150,US455,2024-09-09 13:00:00,192.168.6.182,13,9,9,2024,True
LG6151,US431,2024-09-09 13:00:00,192.168.2.215,13,9,9,2024,True
LG6153,US423,2024-09-09 13:00:00,192.168.4.131,13,9,9,2024,True
LG6154,US512,2024-09-09 13:00:00,192.168.10.84,13,9,9,2024,True
LG6155,US417,2024-09-09 13:00:00,192.168.7.84,13,9,9,2024,True
LG6156,US413,2024-09-09 13:00:00,192.168.10.77,13,9,9,2024,True
LG6157,US431,2024-09-09 13:00:00,192.168.4.101,13,9,9,2024,True
LG6158,US489,2024-09-09 13:00:00,192.168.10.219,13,9,9,2024,True
LG6159,US468,2024-09-09 13:00:00,192.168.4.12,13,9,9,2024,True
LG6160,US465,2024-09-09 13:00:00,192.168.2.5,13,9,9,2024,True
LG6161,US495,2024-09-09 13:00:00,192.168.13.187,13,9,9,2024,True
LG6162,US401,2024-09-09 13:00:00,192.168.7.146,13,9,9,2024,True
LG6163,US462,2024-09-09 13:00:00,192.168.19.4,13,9,9,2024,True
LG6164,US459,2024-09-09 13:00:00,192.168.17.178,13,9,9,2024,True
LG6165,US504,2024-09-09 13:00:00,192.168.3.103,13,9,9,2024,True
LG6166,US406,2024-09-09 13:00:00,192.168.0.106,13,9,9,2024,True
LG6167,US414,2024-09-09 13:00:00,192.168.5.137,13,9,9,2024,True
LG6168,US447,2024-09-09 13:00:00,192.168.12.15,13,9,9,2024,True
LG6169,US502,2024-09-09 13:00:00,192.168.15.30,13,9,9,2024,True
LG6170,US503,2024-09-09 13:00:00,192.168.7.191,13,9,9,2024,True
LG6171,US493,2024-09-09 13:00:00,192.168.0.238,13,9,9,2024,True
LG6172,US486,2024-09-09 13:00:00,192.168.3.97,13,9,9,2024,True
LG6173,US490,2024-09-09 13:00:00,192.168.0.60,13,9,9,2024,True
LG6174,US476,2024-09-09 13:00:00,192.168.7.68,13,9,9,2024,True
LG6175,US491,2024-09-09 13:00:00,192.168.12.166,13,9,9,2024,True
LG6176,US490,2024-09-09 13:00:00,192.168.8.86,13,9,9,2024,True
LG6177,US429,2024-09-09 13:00:00,192.168.14.184,13,9,9,2024,True
LG6179,US493,2024-09-09 13:00:00,192.168.7.136,13,9,9,2024,True
LG6180,US466,2024-09-09 13:00:00,192.168.12.180,13,9,9,2024,True
LG6181,US454,2024-09-09 13:00:00,192.168.13.105,13,9,9,2024,True
LG6182,US421,2024-09-09 13:00:00,192.168.12.119,13,9,9,2024,True
LG6183,US492,2024-09-09 13:00:00,192.168.19.221,13,9,9,2024,True
LG6184,US413,2024-09-09 13:00:00,192.168.19.154,13,9,9,2024,True
LG6185,US508,2024-09-09 13:00:00,192.168.14.2,13,9,9,2024,True
LG6186,US414,2024-09-09 13:00:00,192.168.5.100,13,9,9,2024,True
LG6187,US449,2024-09-09 13:00:00,192.168.5.172,13,9,9,2024,True
LG6188,US413,2024-09-09 13:00:00,192.168.0.69,13,9,9,2024,True
LG6189,US512,2024-09-09 13:00:00,192.168.14.204,13,9,9,2024,True
LG6190,US433,2024-09-09 13:00:00,192.168.3.149,13,9,9,2024,True
LG6191,US511,2024-09-09 13:00:00,192.168.8.179,13,9,9,2024,True
LG6193,US443,2024-09-09 13:00:00,192.168.18.252,13,9,9,2024,True
LG6195,US447,2024-09-09 13:00:00,192.168.1.175,13,9,9,2024,True
LG6196,US434,2024-09-09 13:00:00,192.168.6.31,13,9,9,2024,True
LG6197,US512,2024-09-09 13:00:00,192.168.20.57,13,9,9,2024,True
LG6198,US432,2024-09-09 13:00:00,192.168.20.27,13,9,9,2024,True
LG6199,US500,2024-09-09 13:00:00,192.168.10.90,13,9,9,2024,True
LG6201,US496,2024-09-09 13:00:00,192.168.15.67,13,9,9,2024,True
LG6202,US511,2024-09-09 13:00:00,192.168.2.127,13,9,9,2024,True
LG6203,US460,2024-09-09 13:00:00,192.168.7.107,13,9,9,2024,True
LG6204,US486,2024-09-09 13:00:00,192.168.18.28,13,9,9,2024,True
LG6205,US454,2024-09-09 13:00:00,192.168.15.44,13,9,9,2024,True
LG6206,US491,2024-09-09 13:00:00,192.168.7.46,13,9,9,2024,True
LG6207,US416,2024-09-09 13:00:00,192.168.1.227,13,9,9,2024,True
LG6208,US475,2024-09-09 13:00:00,192.168.7.221,13,9,9,2024,True
LG6209,US457,2024-09-09 13:00:00,192.168.20.49,13,9,9,2024,True
LG6210,US472,2024-09-09 13:00:00,192.168.13.160,13,9,9,2024,True
LG6211,US408,2024-09-09 13:00:00,192.168.13.153,13,9,9,2024,True
LG6212,US474,2024-09-09 13:00:00,192.168.18.171,13,9,9,2024,True
LG6213,US429,2024-09-09 13:00:00,192.168.14.172,13,9,9,2024,True
LG6214,US417,2024-09-09 13:00:00,192.168.2.50,13,9,9,2024,True
LG6215,US447,2024-09-09 13:00:00,192.168.19.148,13,9,9,2024,True
LG6216,US480,2024-09-09 13:00:00,192.168.12.141,13,9,9,2024,True
LG6217,US481,2024-09-09 13:00:00,192.168.8.253,13,9,9,2024,True
LG6218,US510,2024-09-09 13:00:00,192.168.15.16,13,9,9,2024,True
LG6219,US500,2024-09-09 13:00:00,192.168.11.137,13,9,9,2024,True
LG6220,US413,2024-09-09 13:00:00,192.168.15.195,13,9,9,2024,True
LG6221,US478,2024-09-09 13:00:00,192.168.20.44,13,9,9,2024,True
LG6222,US464,2024-09-09 13:00:00,192.168.9.254,13,9,9,2024,True
LG6223,US407,2024-09-09 13:00:00,192.168.14.234,13,9,9,2024,True
LG6224,US410,2024-09-09 13:00:00,192.168.10.39,13,9,9,2024,True
LG6225,US446,2024-09-09 13:00:00,192.168.4.149,13,9,9,2024,True
LG6226,US491,2024-09-09 13:00:00,192.168.0.124,13,9,9,2024,True
LG6227,US432,2024-08-22 09:00:00,192.168.9.120,9,22,8,2024,True
LG6228,US436,2024-08-22 09:00:00,192.168.8.73,9,22,8,2024,True
LG6229,US473,2024-08-22 09:00:00,192.168.14.118,9,22,8,2024,True
LG6212,US474,2024-08-22 09:00:00,192.168.18.171,9,22,8,2024,True
LG6224,US410,2024-08-22 09:00:00,192.168.10.39,9,22,8,2024,True
LG6149,US446,2024-08-22 09:00:00,192.168.13.169,9,22,8,2024,True
LG6078,US460,2024-08-22 09:00:00,192.168.8.18,9,22,8,2024,True
LG6204,US486,2024-08-22 09:00:00,192.168.18.28,9,22,8,2024,True
LG6023,US468,2024-08-22 09:00:00,192.168.13.72,9,22,8,2024,True
